t,new_btc
2016-01-01,3375.0
2016-01-02,3625.0
2016-01-03,3625.0
2016-01-04,4525.0
2016-01-05,3924.999999999996
2016-01-06,3525.000000000004
2016-01-07,3675.0
2016-01-08,4325.000000000003
2016-01-09,3775.0
2016-01-10,4375.0
2016-01-11,4250.0
2016-01-12,4250.0
2016-01-13,3700.0
2016-01-14,3325.0
2016-01-15,3050.0
2016-01-16,3550.0
2016-01-17,3775.0
2016-01-18,4324.999999999998
2016-01-19,3325.0
2016-01-20,3799.999999999998
2016-01-21,3425.0
2016-01-22,4399.999999999999
2016-01-23,4475.0
2016-01-24,4275.000000000005
2016-01-25,4049.9999999999995
2016-01-26,3999.999999999996
2016-01-27,3875.0
2016-01-28,3650.0
2016-01-29,4225.0
2016-01-30,4675.0
2016-01-31,4525.0
2016-02-01,4025.0
2016-02-02,4500.0
2016-02-03,4475.0
2016-02-04,4200.0
2016-02-05,4699.999999999996
2016-02-06,5000.000000000004
2016-02-07,4400.000000000004
2016-02-08,3700.000000000001
2016-02-09,4400.0
2016-02-10,4100.0
2016-02-11,4800.0000000000055
2016-02-12,4275.000000000002
2016-02-13,3900.000000000002
2016-02-14,4149.999999999998
2016-02-15,3800.0000000000027
2016-02-16,3449.999999999995
2016-02-17,3874.999999999997
2016-02-18,4225.000000000005
2016-02-19,3625.0000000000014
2016-02-20,3750.000000000001
2016-02-21,3200.000000000004
2016-02-22,3175.0000000000023
2016-02-23,3400.0
2016-02-24,2950.0
2016-02-25,3874.999999999997
2016-02-26,3500.0
2016-02-27,3674.999999999995
2016-02-28,3350.0000000000045
2016-02-29,3325.0
2016-03-01,3525.000000000001
2016-03-02,3924.999999999999
2016-03-03,3374.9999999999995
2016-03-04,3875.0000000000036
2016-03-05,3750.0000000000045
2016-03-06,3700.000000000005
2016-03-07,3325.0000000000027
2016-03-08,3850.000000000002
2016-03-09,4199.999999999997
2016-03-10,3875.000000000005
2016-03-11,3999.9999999999964
2016-03-12,3600.0000000000036
2016-03-13,3325.000000000002
2016-03-14,3799.999999999995
2016-03-15,4024.999999999998
2016-03-16,3799.9999999999955
2016-03-17,3524.9999999999964
2016-03-18,3399.9999999999973
2016-03-19,3399.9999999999973
2016-03-20,3649.999999999999
2016-03-21,3474.9999999999964
2016-03-22,3699.999999999997
2016-03-23,3724.999999999996
2016-03-24,3674.9999999999986
2016-03-25,3649.9999999999986
2016-03-26,3824.9999999999955
2016-03-27,3524.9999999999973
2016-03-28,4250.000000000005
2016-03-29,3924.9999999999964
2016-03-30,3675.0000000000036
2016-03-31,3100.000000000001
2016-04-01,3825.000000000004
2016-04-02,3475.0
2016-04-03,3549.9999999999973
2016-04-04,4150.000000000002
2016-04-05,3875.000000000005
2016-04-06,3924.999999999996
2016-04-07,3475.000000000004
2016-04-08,3600.000000000004
2016-04-09,4049.9999999999977
2016-04-10,4325.000000000005
2016-04-11,3825.000000000002
2016-04-12,3700.000000000003
2016-04-13,4100.000000000001
2016-04-14,4099.999999999999
2016-04-15,3474.9999999999973
2016-04-16,3449.999999999999
2016-04-17,3950.0000000000045
2016-04-18,3350.000000000001
2016-04-19,3749.9999999999973
2016-04-20,4124.9999999999945
2016-04-21,3774.999999999996
2016-04-22,3574.999999999998
2016-04-23,3600.000000000005
2016-04-24,3300.000000000001
2016-04-25,3174.9999999999955
2016-04-26,3774.9999999999973
2016-04-27,3225.0
2016-04-28,3375.0000000000005
2016-04-29,3950.000000000001
2016-04-30,3649.9999999999964
2016-05-01,3875.000000000004
2016-05-02,3924.9999999999973
2016-05-03,3774.9999999999986
2016-05-04,4174.999999999999
2016-05-05,3875.0000000000027
2016-05-06,4050.0000000000027
2016-05-07,3750.0
2016-05-08,4199.999999999998
2016-05-09,4274.999999999998
2016-05-10,3950.0000000000036
2016-05-11,3324.9999999999995
2016-05-12,3475.0000000000023
2016-05-13,3799.9999999999977
2016-05-14,3599.999999999999
2016-05-15,3475.0000000000005
2016-05-16,3525.0
2016-05-17,3525.0
2016-05-18,3825.0000000000023
2016-05-19,3000.0000000000045
2016-05-20,3724.9999999999973
2016-05-21,3525.000000000004
2016-05-22,4599.999999999996
2016-05-23,4499.999999999996
2016-05-24,3675.0
2016-05-25,3449.999999999997
2016-05-26,3374.999999999999
2016-05-27,3475.0000000000045
2016-05-28,3325.000000000004
2016-05-29,3674.999999999999
2016-05-30,3599.9999999999945
2016-05-31,3174.9999999999995
2016-06-01,3574.999999999997
2016-06-02,3450.0
2016-06-03,3549.999999999996
2016-06-04,2974.999999999995
2016-06-05,4250.0
2016-06-06,4250.000000000002
2016-06-07,3500.0
2016-06-08,3599.9999999999955
2016-06-09,4124.999999999997
2016-06-10,3600.0
2016-06-11,3899.9999999999964
2016-06-12,3650.000000000002
2016-06-13,4024.9999999999977
2016-06-14,3299.999999999997
2016-06-15,3799.9999999999973
2016-06-16,3724.9999999999986
2016-06-17,3725.0000000000045
2016-06-18,3949.999999999996
2016-06-19,4424.999999999998
2016-06-20,4100.000000000004
2016-06-21,3724.999999999997
2016-06-22,3225.000000000001
2016-06-23,3499.999999999999
2016-06-24,3225.000000000001
2016-06-25,4049.999999999996
2016-06-26,3649.999999999999
2016-06-27,3674.9999999999964
2016-06-28,3699.9999999999977
2016-06-29,3650.0000000000014
2016-06-30,3749.9999999999964
2016-07-01,3875.0000000000027
2016-07-02,3725.0000000000036
2016-07-03,3850.000000000005
2016-07-04,3775.000000000005
2016-07-05,3624.9999999999973
2016-07-06,3500.000000000001
2016-07-07,3424.999999999996
2016-07-08,3624.999999999998
2016-07-09,3124.9999999999964
2016-07-10,1950.0
2016-07-11,1787.4999999999998
2016-07-12,1787.4999999999995
2016-07-13,1612.4999999999995
2016-07-14,1762.4999999999995
2016-07-15,1687.5000000000002
2016-07-16,1962.5000000000002
2016-07-17,1862.5
2016-07-18,1850.0000000000005
2016-07-19,1600.0000000000002
2016-07-20,1874.9999999999995
2016-07-21,1662.5
2016-07-22,1612.4999999999998
2016-07-23,1637.5
2016-07-24,1550.0000000000002
2016-07-25,1637.4999999999995
2016-07-26,1612.4999999999995
2016-07-27,1600.0
2016-07-28,1700.0000000000002
2016-07-29,1837.5000000000002
2016-07-30,1487.5000000000002
2016-07-31,1924.9999999999995
2016-08-01,1912.5000000000005
2016-08-02,1925.0000000000002
2016-08-03,2075.0
2016-08-04,1912.5000000000005
2016-08-05,2112.5
2016-08-06,2074.9999999999995
2016-08-07,1850.0000000000005
2016-08-08,1850.0000000000002
2016-08-09,1550.0000000000002
2016-08-10,1887.4999999999995
2016-08-11,1875.0
2016-08-12,1862.5
2016-08-13,2037.5000000000005
2016-08-14,2037.5000000000005
2016-08-15,1825.0000000000002
2016-08-16,1687.5
2016-08-17,1537.5000000000005
2016-08-18,1924.9999999999998
2016-08-19,1924.9999999999998
2016-08-20,1937.4999999999998
2016-08-21,2037.5000000000002
2016-08-22,1975.0000000000005
2016-08-23,1837.5000000000002
2016-08-24,1900.0000000000002
2016-08-25,1624.9999999999998
2016-08-26,1650.0000000000005
2016-08-27,1800.0000000000002
2016-08-28,1899.9999999999998
2016-08-29,1862.4999999999998
2016-08-30,2050.0
2016-08-31,1674.9999999999998
2016-09-01,1749.9999999999995
2016-09-02,1912.5
2016-09-03,1575.0
2016-09-04,2237.5
2016-09-05,1750.0000000000005
2016-09-06,1699.9999999999995
2016-09-07,1900.0
2016-09-08,1799.9999999999998
2016-09-09,1775.0000000000005
2016-09-10,1937.5
2016-09-11,2050.0
2016-09-12,2037.4999999999995
2016-09-13,2062.4999999999995
2016-09-14,1950.0
2016-09-15,1925.0
2016-09-16,1737.5000000000002
2016-09-17,2037.4999999999998
2016-09-18,1812.5
2016-09-19,1662.5000000000005
2016-09-20,1887.5000000000002
2016-09-21,2074.9999999999995
2016-09-22,1762.4999999999998
2016-09-23,1700.0000000000002
2016-09-24,2075.0
2016-09-25,2312.5
2016-09-26,1912.5
2016-09-27,2087.5
2016-09-28,1850.0
2016-09-29,1787.4999999999995
2016-09-30,1775.0000000000005
2016-10-01,1962.4999999999998
2016-10-02,1762.5
2016-10-03,1887.5
2016-10-04,1975.0
2016-10-05,2087.5000000000005
2016-10-06,2012.5
2016-10-07,1787.4999999999998
2016-10-08,2112.4999999999995
2016-10-09,2000.0000000000002
2016-10-10,1550.0000000000002
2016-10-11,1737.4999999999995
2016-10-12,1800.0
2016-10-13,1600.0
2016-10-14,1700.0000000000007
2016-10-15,1774.9999999999995
2016-10-16,1624.9999999999995
2016-10-17,1562.5
2016-10-18,1937.5
2016-10-19,1562.5
2016-10-20,1675.0
2016-10-21,2050.0
2016-10-22,1862.4999999999998
2016-10-23,1800.0000000000005
2016-10-24,1787.5000000000002
2016-10-25,1737.5
2016-10-26,1725.0
2016-10-27,2024.9999999999998
2016-10-28,1899.9999999999995
2016-10-29,1862.4999999999995
2016-10-30,2100.0
2016-10-31,1837.4999999999998
2016-11-01,1800.0000000000007
2016-11-02,1662.5000000000005
2016-11-03,1937.4999999999998
2016-11-04,1450.0000000000002
2016-11-05,1837.5
2016-11-06,1912.5000000000002
2016-11-07,1824.9999999999998
2016-11-08,2112.5
2016-11-09,1837.4999999999998
2016-11-10,2100.0000000000005
2016-11-11,2037.5
2016-11-12,2100.0
2016-11-13,1774.9999999999998
2016-11-14,2150.0
2016-11-15,1950.0000000000005
2016-11-16,2137.5000000000005
2016-11-17,1987.4999999999998
2016-11-18,1850.0
2016-11-19,1775.0
2016-11-20,1600.0000000000002
2016-11-21,1737.5
2016-11-22,1674.9999999999995
2016-11-23,1837.5000000000005
2016-11-24,2024.9999999999998
2016-11-25,1899.9999999999995
2016-11-26,1912.5
2016-11-27,1799.9999999999995
2016-11-28,2050.0000000000005
2016-11-29,1862.5
2016-11-30,1774.9999999999998
2016-12-01,1825.0
2016-12-02,1787.4999999999998
2016-12-03,2150.0
2016-12-04,1849.9999999999995
2016-12-05,1900.0
2016-12-06,1874.9999999999995
2016-12-07,2175.0
2016-12-08,1962.5
2016-12-09,1687.5
2016-12-10,1650.0000000000005
2016-12-11,2337.5000000000005
2016-12-12,1949.9999999999995
2016-12-13,2225.0
2016-12-14,1737.5
2016-12-15,1587.5
2016-12-16,1662.5
2016-12-17,1799.9999999999998
2016-12-18,1762.5
2016-12-19,1887.5
2016-12-20,1725.0
2016-12-21,1987.5
2016-12-22,1987.5
2016-12-23,1900.0
2016-12-24,1712.5
2016-12-25,2062.5
2016-12-26,1775.0
2016-12-27,1950.0
2016-12-28,2050.0
2016-12-29,1874.9999999999995
2016-12-30,1962.4999999999995
2016-12-31,1850.0
2017-01-01,1950.0
2017-01-02,1987.5
2017-01-03,2050.0
2017-01-04,1912.5
2017-01-05,1750.0
2017-01-06,2012.5
2017-01-07,1725.0
2017-01-08,2087.5
2017-01-09,1700.0
2017-01-10,1999.9999999999998
2017-01-11,1912.5
2017-01-12,2150.0
2017-01-13,1875.0
2017-01-14,2150.0
2017-01-15,2087.5
2017-01-16,2112.5
2017-01-17,1975.0
2017-01-18,1875.0
2017-01-19,2175.0
2017-01-20,2362.5
2017-01-21,2262.5
2017-01-22,2175.0
2017-01-23,1725.0
2017-01-24,1862.5
2017-01-25,1862.5
2017-01-26,1937.5
2017-01-27,2125.0000000000005
2017-01-28,1900.0
2017-01-29,2087.5
2017-01-30,1800.0
2017-01-31,1812.5
2017-02-01,2400.0
2017-02-02,1962.5
2017-02-03,1862.5
2017-02-04,1800.0
2017-02-05,1987.5
2017-02-06,1562.5
2017-02-07,1887.5
2017-02-08,1825.0
2017-02-09,2112.5
2017-02-10,1837.5
2017-02-11,1737.5
2017-02-12,1750.0
2017-02-13,2037.5
2017-02-14,2112.5
2017-02-15,1737.5
2017-02-16,1887.5
2017-02-17,1887.4999999999998
2017-02-18,1887.5
2017-02-19,1675.0
2017-02-20,1850.0
2017-02-21,1725.0
2017-02-22,1725.0
2017-02-23,1875.0
2017-02-24,2037.5
2017-02-25,2087.5
2017-02-26,2225.0
2017-02-27,1800.0
2017-02-28,1912.5
2017-03-01,1800.0
2017-03-02,1962.5
2017-03-03,1887.5
2017-03-04,1650.0
2017-03-05,1837.5
2017-03-06,1775.0
2017-03-07,1912.5
2017-03-08,1775.0
2017-03-09,1850.0
2017-03-10,1950.0
2017-03-11,1862.5
2017-03-12,1937.5
2017-03-13,1812.5
2017-03-14,1950.0
2017-03-15,1775.0
2017-03-16,1912.5
2017-03-17,1925.0
2017-03-18,1962.5
2017-03-19,2062.5
2017-03-20,1700.0
2017-03-21,1775.0
2017-03-22,1987.5
2017-03-23,1850.0
2017-03-24,2200.0
2017-03-25,1662.5
2017-03-26,2075.0
2017-03-27,1650.0
2017-03-28,1937.5
2017-03-29,1725.0
2017-03-30,2050.0
2017-03-31,1687.5
2017-04-01,1650.0
2017-04-02,1975.0
2017-04-03,2200.0
2017-04-04,1562.5
2017-04-05,2025.0000000000005
2017-04-06,1837.5
2017-04-07,2025.0
2017-04-08,1712.5
2017-04-09,1987.5
2017-04-10,1837.5
2017-04-11,2087.5
2017-04-12,1775.0
2017-04-13,1587.5
2017-04-14,1737.5
2017-04-15,1875.0
2017-04-16,1825.0
2017-04-17,1725.0
2017-04-18,1825.0
2017-04-19,1787.5
2017-04-20,1725.0
2017-04-21,2087.5
2017-04-22,1812.5
2017-04-23,1912.5
2017-04-24,1550.0
2017-04-25,1850.0
2017-04-26,1912.5
2017-04-27,1837.5
2017-04-28,1700.0
2017-04-29,2162.5
2017-04-30,1887.5
2017-05-01,1875.0
2017-05-02,1975.0
2017-05-03,1650.0
2017-05-04,2100.0
2017-05-05,1612.5
2017-05-06,2100.0
2017-05-07,2087.5
2017-05-08,2250.0
2017-05-09,1937.5
2017-05-10,1850.0
2017-05-11,1687.5
2017-05-12,1925.0
2017-05-13,1975.0
2017-05-14,2050.0
2017-05-15,2125.0
2017-05-16,1650.0
2017-05-17,1937.5
2017-05-18,1775.0
2017-05-19,2050.0
2017-05-20,2062.5
2017-05-21,1837.5
2017-05-22,1825.0
2017-05-23,2100.0
2017-05-24,1925.0
2017-05-25,2037.5
2017-05-26,1912.5
2017-05-27,2100.0
2017-05-28,2062.5
2017-05-29,1887.5
2017-05-30,2237.5
2017-05-31,2050.0
2017-06-01,2125.0
2017-06-02,1825.0
2017-06-03,2400.0
2017-06-04,2012.5
2017-06-05,2050.0
2017-06-06,1887.5
2017-06-07,2062.5
2017-06-08,2062.5
2017-06-09,1887.5
2017-06-10,1762.5
2017-06-11,1825.0
2017-06-12,1837.5
2017-06-13,1762.5
2017-06-14,1750.0
2017-06-15,1912.5
2017-06-16,1850.0
2017-06-17,1812.5
2017-06-18,1812.5
2017-06-19,1887.5
2017-06-20,1725.0
2017-06-21,1750.0
2017-06-22,1737.5
2017-06-23,2000.0
2017-06-24,1825.0
2017-06-25,1525.0
2017-06-26,1775.0
2017-06-27,1637.5
2017-06-28,1962.5
2017-06-29,1500.0
2017-06-30,1925.0
2017-07-01,2050.0
2017-07-02,2350.0
2017-07-03,2125.0
2017-07-04,1912.5
2017-07-05,1862.5
2017-07-06,1775.0
2017-07-07,1850.0
2017-07-08,2062.5
2017-07-09,1725.0
2017-07-10,2462.5
2017-07-11,2162.5
2017-07-12,2212.5
2017-07-13,1962.5
2017-07-14,1737.5
2017-07-15,1587.5
2017-07-16,2037.5
2017-07-17,1850.0
2017-07-18,2062.5
2017-07-19,1862.5
2017-07-20,2024.9999999999995
2017-07-21,1925.0
2017-07-22,2000.0
2017-07-23,2150.0
2017-07-24,2225.0
2017-07-25,1850.0
2017-07-26,1837.5
2017-07-27,1925.0
2017-07-28,1875.0
2017-07-29,1962.5
2017-07-30,1837.5
2017-07-31,1812.5
2017-08-01,1862.5
2017-08-02,1900.0000000000005
2017-08-03,1725.0
2017-08-04,2237.5
2017-08-05,2212.5
2017-08-06,1750.0
2017-08-07,1912.5
2017-08-08,2050.0
2017-08-09,1725.0000000000002
2017-08-10,1675.0
2017-08-11,1799.9999999999998
2017-08-12,1687.5
2017-08-13,1850.0
2017-08-14,1625.0000000000002
2017-08-15,1900.0000000000005
2017-08-16,1625.0
2017-08-17,2237.4999999999995
2017-08-18,1862.4999999999995
2017-08-19,1887.5000000000005
2017-08-20,1625.0000000000005
2017-08-21,1437.5
2017-08-22,1112.5000000000002
2017-08-23,1987.4999999999998
2017-08-24,1262.5
2017-08-25,1262.5
2017-08-26,1312.5000000000005
2017-08-27,1937.4999999999998
2017-08-28,1612.4999999999998
2017-08-29,1862.5000000000005
2017-08-30,2100.0000000000005
2017-08-31,2037.5
2017-09-01,2175.0
2017-09-02,2050.0000000000005
2017-09-03,1925.0
2017-09-04,2187.5
2017-09-05,2462.4999999999995
2017-09-06,2025.0
2017-09-07,2200.0
2017-09-08,2187.5
2017-09-09,2112.5
2017-09-10,1725.0
2017-09-11,2175.0
2017-09-12,2350.0
2017-09-13,2375.0
2017-09-14,2175.0
2017-09-15,2250.0
2017-09-16,2112.5
2017-09-17,2200.0
2017-09-18,1587.5
2017-09-19,1950.0
2017-09-20,1462.5
2017-09-21,2200.0
2017-09-22,1737.5000000000002
2017-09-23,2075.0
2017-09-24,1812.5
2017-09-25,1562.5
2017-09-26,1725.0
2017-09-27,1837.5
2017-09-28,2212.5000000000005
2017-09-29,2112.5
2017-09-30,1724.9999999999998
2017-10-01,1625.0
2017-10-02,1875.0000000000002
2017-10-03,2287.5
2017-10-04,1675.0
2017-10-05,1562.5
2017-10-06,1987.4999999999998
2017-10-07,1974.9999999999995
2017-10-08,2275.0
2017-10-09,2012.5
2017-10-10,2000.0000000000002
2017-10-11,1737.5
2017-10-12,1912.5000000000005
2017-10-13,1699.9999999999998
2017-10-14,1762.5000000000005
2017-10-15,2437.5
2017-10-16,2175.0
2017-10-17,2049.9999999999995
2017-10-18,1887.5000000000005
2017-10-19,2225.0000000000005
2017-10-20,2237.4999999999995
2017-10-21,1912.5
2017-10-22,2275.0000000000005
2017-10-23,2137.5000000000005
2017-10-24,2087.5
2017-10-25,2312.5
2017-10-26,2250.0
2017-10-27,1300.0
2017-10-28,1062.5
2017-10-29,1925.0000000000002
2017-10-30,1837.5000000000005
2017-10-31,1725.0000000000005
2017-11-01,1950.0
2017-11-02,1874.9999999999998
2017-11-03,1487.4999999999998
2017-11-04,1625.0
2017-11-05,1762.5
2017-11-06,1662.5
2017-11-07,1950.0
2017-11-08,1800.0
2017-11-09,1912.5000000000005
2017-11-10,1499.9999999999998
2017-11-11,1000.0
2017-11-12,1000.0
2017-11-13,1750.0000000000002
2017-11-14,1600.0
2017-11-15,1900.0
2017-11-16,1900.0
2017-11-17,2087.4999999999995
2017-11-18,1700.0
2017-11-19,2000.0000000000005
2017-11-20,2187.5000000000005
2017-11-21,2162.4999999999995
2017-11-22,1850.0
2017-11-23,1962.5000000000005
2017-11-24,1862.5000000000002
2017-11-25,1949.9999999999995
2017-11-26,1912.4999999999998
2017-11-27,2124.9999999999995
2017-11-28,1949.9999999999993
