t,total_addresses
2020-06-13,662107774
2020-06-14,662478097
2020-06-15,662917166
2020-06-16,663417147
2020-06-17,663910371
2020-06-18,664329282
2020-06-19,664832734
2020-06-20,665229905
2020-06-21,665577292
2020-06-22,666015455
2020-06-23,666535895
2020-06-24,666992627
2020-06-25,667454062
2020-06-26,667929903
2020-06-27,668320823
2020-06-28,668687609
2020-06-29,669145912
2020-06-30,669601451
2020-07-01,670162640
2020-07-02,670658185
2020-07-03,671144495
2020-07-04,671544175
2020-07-05,671915814
2020-07-06,672412136
2020-07-07,672926357
2020-07-08,673435912
2020-07-09,673956364
2020-07-10,674455097
2020-07-11,674883726
2020-07-12,675269397
2020-07-13,675733346
2020-07-14,676277042
2020-07-15,676765359
2020-07-16,677286249
2020-07-17,677745949
2020-07-18,678204793
2020-07-19,678604803
2020-07-20,679071393
2020-07-21,679551874
2020-07-22,680101512
2020-07-23,680615417
2020-07-24,681157860
2020-07-25,681596570
2020-07-26,682039326
2020-07-27,682534597
2020-07-28,683076342
2020-07-29,683595626
2020-07-30,684094316
2020-07-31,684629757
2020-08-01,685088485
2020-08-02,685532519
2020-08-03,686048047
2020-08-04,686562981
2020-08-05,687038385
2020-08-06,687593095
2020-08-07,688106046
2020-08-08,688550601
2020-08-09,688963072
2020-08-10,689452667
2020-08-11,689992808
2020-08-12,690523339
2020-08-13,691022748
2020-08-14,691577276
2020-08-15,692055714
2020-08-16,692471441
2020-08-17,692936901
2020-08-18,693477570
2020-08-19,693985076
2020-08-20,694497771
2020-08-21,694984414
2020-08-22,695449253
2020-08-23,695864910
2020-08-24,696351585
2020-08-25,696838216
2020-08-26,697336995
2020-08-27,697839502
2020-08-28,698357878
2020-08-29,698796057
2020-08-30,699194517
2020-08-31,699665241
2020-09-01,700233230
2020-09-02,700740682
2020-09-03,701230563
2020-09-04,701706969
2020-09-05,702180665
2020-09-06,702579175
2020-09-07,703057645
2020-09-08,703556527
2020-09-09,704041000
2020-09-10,704581259
2020-09-11,705070168
2020-09-12,705510600
2020-09-13,705899271
2020-09-14,706422051
2020-09-15,706939486
2020-09-16,707473716
2020-09-17,708009895
2020-09-18,708506156
2020-09-19,708957720
2020-09-20,709346398
2020-09-21,709804557
2020-09-22,710296832
2020-09-23,710818959
2020-09-24,711311505
2020-09-25,711847825
2020-09-26,712281158
2020-09-27,712674051
2020-09-28,713125209
2020-09-29,713661677
2020-09-30,714195763
2020-10-01,714689106
2020-10-02,715181437
2020-10-03,715648288
2020-10-04,716061504
2020-10-05,716519058
2020-10-06,717016295
2020-10-07,717562057
2020-10-08,718072551
2020-10-09,718587417
2020-10-10,719050707
2020-10-11,719449940
2020-10-12,719923050
2020-10-13,720453808
2020-10-14,720939001
2020-10-15,721472320
2020-10-16,721983086
2020-10-17,722411399
2020-10-18,722784943
2020-10-19,723274751
2020-10-20,723794739
2020-10-21,724285391
2020-10-22,724824721
2020-10-23,725335890
2020-10-24,725814297
2020-10-25,726216550
2020-10-26,726634596
2020-10-27,727068474
2020-10-28,727509737
2020-10-29,727973662
2020-10-30,728413781
2020-10-31,728855463
2020-11-01,729280796
2020-11-02,729662935
2020-11-03,730192007
2020-11-04,730701279
2020-11-05,731216310
2020-11-06,731758176
2020-11-07,732199174
2020-11-08,732607187
2020-11-09,733127511
2020-11-10,733620496
2020-11-11,734130462
2020-11-12,734649966
2020-11-13,735146814
2020-11-14,735596517
2020-11-15,736004431
2020-11-16,736497760
2020-11-17,737056640
2020-11-18,737637722
2020-11-19,738155054
2020-11-20,738714877
2020-11-21,739201333
2020-11-22,739632069
2020-11-23,740116878
2020-11-24,740659981
2020-11-25,741239323
2020-11-26,741765110
2020-11-27,742278909
2020-11-28,742751791
2020-11-29,743186623
2020-11-30,743627766
2020-12-01,744242215
2020-12-02,744781566
2020-12-03,745336354
2020-12-04,745857416
2020-12-05,746325787
2020-12-06,746755515
2020-12-07,747242504
2020-12-08,747779329
2020-12-09,748309692
2020-12-10,748822558
2020-12-11,749330847
2020-12-12,749813135
2020-12-13,750262804
2020-12-14,750767487
2020-12-15,751289400
2020-12-16,751809697
2020-12-17,752342714
2020-12-18,752939028
2020-12-19,753481884
2020-12-20,753947096
2020-12-21,754408307
2020-12-22,754936517
2020-12-23,755476747
2020-12-24,755924176
2020-12-25,756398843
2020-12-26,756847122
2020-12-27,757350568
2020-12-28,757861007
2020-12-29,758421259
2020-12-30,758988078
2020-12-31,759557616
2021-01-01,759997173
2021-01-02,760512376
2021-01-03,761109263
2021-01-04,761722064
2021-01-05,762321038
2021-01-06,762976904
2021-01-07,763659671
2021-01-08,764294876
2021-01-09,764853234
2021-01-10,765417905
2021-01-11,765990558
2021-01-12,766560027
2021-01-13,767095561
2021-01-14,767667951
2021-01-15,768238344
2021-01-16,768775022
2021-01-17,769242308
2021-01-18,769758097
2021-01-19,770297712
2021-01-20,770829387
2021-01-21,771341315
2021-01-22,771883502
2021-01-23,772403845
2021-01-24,772845869
2021-01-25,773361451
2021-01-26,773909082
2021-01-27,774448498
2021-01-28,774986021
2021-01-29,775613477
2021-01-30,776141990
2021-01-31,776642711
2021-02-01,777132077
2021-02-02,777731096
2021-02-03,778303296
2021-02-04,778900406
2021-02-05,779491395
2021-02-06,780049900
2021-02-07,780561755
2021-02-08,781129879
2021-02-09,781761574
2021-02-10,782336780
2021-02-11,782888839
2021-02-12,783474296
2021-02-13,784025055
2021-02-14,784509673
2021-02-15,785044737
2021-02-16,785555169
2021-02-17,786110972
2021-02-18,786671963
2021-02-19,787275482
2021-02-20,787846908
2021-02-21,788319855
2021-02-22,788833704
2021-02-23,789370616
2021-02-24,789974033
2021-02-25,790536504
2021-02-26,791082415
2021-02-27,791628460
2021-02-28,792065099
2021-03-01,792573183
2021-03-02,793137495
2021-03-03,793708774
2021-03-04,794218877
2021-03-05,794759833
2021-03-06,795228724
2021-03-07,795685268
2021-03-08,796176553
2021-03-09,796707410
2021-03-10,797283218
2021-03-11,797789433
2021-03-12,798341309
2021-03-13,798835850
2021-03-14,799348997
2021-03-15,799869971
2021-03-16,800431264
2021-03-17,800975109
2021-03-18,801576654
2021-03-19,802141191
2021-03-20,802644373
2021-03-21,803069656
2021-03-22,803602064
2021-03-23,804161658
2021-03-24,804691617
2021-03-25,805254476
2021-03-26,805789649
2021-03-27,806279913
2021-03-28,806710640
2021-03-29,807235110
2021-03-30,807792413
2021-03-31,808391855
2021-04-01,808939024
2021-04-02,809465386
2021-04-03,809940804
2021-04-04,810356790
2021-04-05,810868670
2021-04-06,811439806
2021-04-07,812006584
2021-04-08,812513552
2021-04-09,813075032
2021-04-10,813584106
2021-04-11,814028362
2021-04-12,814539616
2021-04-13,815102899
2021-04-14,815655646
2021-04-15,816283380
2021-04-16,816760228
2021-04-17,817155992
2021-04-18,817653030
2021-04-19,818096313
2021-04-20,818657297
2021-04-21,819127576
2021-04-22,819618842
2021-04-23,820124511
2021-04-24,820573599
2021-04-25,820956863
2021-04-26,821389791
2021-04-27,821884877
2021-04-28,822349478
2021-04-29,822801669
2021-04-30,823281175
2021-05-01,823712651
2021-05-02,824094143
2021-05-03,824580519
2021-05-04,825087623
2021-05-05,825617698
2021-05-06,826149734
2021-05-07,826667131
2021-05-08,827142160
2021-05-09,827580196
2021-05-10,828109638
2021-05-11,828660172
2021-05-12,829217441
2021-05-13,829713818
2021-05-14,830184717
2021-05-15,830593395
2021-05-16,830974924
2021-05-17,831397984
2021-05-18,831787689
2021-05-19,832248396
2021-05-20,832664234
2021-05-21,833086582
2021-05-22,833464872
2021-05-23,833801158
2021-05-24,834207388
2021-05-25,834620773
2021-05-26,835021488
2021-05-27,835401852
2021-05-28,835787930
2021-05-29,836132791
2021-05-30,836436794
2021-05-31,836814753
2021-06-01,837215625
2021-06-02,837640675
2021-06-03,838078577
2021-06-04,838490033
2021-06-05,838825932
2021-06-06,839134321
2021-06-07,839539074
2021-06-08,839961397
2021-06-09,840332902
2021-06-10,840762910
2021-06-11,841157967
2021-06-12,841532218
2021-06-13,841848675
2021-06-14,842258790
2021-06-15,842701203
2021-06-16,843128117
2021-06-17,843520897
2021-06-18,843888583
2021-06-19,844199915
2021-06-20,844477263
2021-06-21,844821192
2021-06-22,845162671
2021-06-23,845552596
2021-06-24,845936389
2021-06-25,846297053
2021-06-26,846611938
2021-06-27,846833962
2021-06-28,847215264
2021-06-29,847567591
2021-06-30,847922823
2021-07-01,848319522
2021-07-02,848654875
2021-07-03,849030940
2021-07-04,849319197
2021-07-05,849669548
2021-07-06,850043511
2021-07-07,850406914
2021-07-08,850782382
2021-07-09,851150394
2021-07-10,851460745
2021-07-11,851744088
2021-07-12,852102284
2021-07-13,852453320
2021-07-14,852817312
2021-07-15,853183127
2021-07-16,853534538
2021-07-17,853826932
2021-07-18,854092508
2021-07-19,854447290
2021-07-20,854811619
2021-07-21,855178543
2021-07-22,855543351
2021-07-23,855907517
2021-07-24,856218284
2021-07-25,856498779
2021-07-26,856903414
2021-07-27,857297207
2021-07-28,857690485
2021-07-29,858094370
2021-07-30,858496307
2021-07-31,858829571
2021-08-01,859130155
2021-08-02,859506628
2021-08-03,859892406
2021-08-04,860267833
2021-08-05,860657016
2021-08-06,861062637
2021-08-07,861398665
2021-08-08,861705660
2021-08-09,862097594
2021-08-10,862500631
2021-08-11,862906229
2021-08-12,863300367
2021-08-13,863708449
2021-08-14,864033433
2021-08-15,864334497
2021-08-16,864743740
2021-08-17,865146720
2021-08-18,865542432
2021-08-19,865940691
2021-08-20,866368361
2021-08-21,866716873
2021-08-22,867022500
2021-08-23,867438845
2021-08-24,867849010
2021-08-25,868260947
2021-08-26,868664323
2021-08-27,869060750
2021-08-28,869404620
2021-08-29,869708736
2021-08-30,870088474
2021-08-31,870507108
2021-09-01,870944527
2021-09-02,871399341
2021-09-03,871842847
2021-09-04,872210027
2021-09-05,872533294
2021-09-06,872935558
2021-09-07,873355035
2021-09-08,873771346
2021-09-09,874211941
2021-09-10,874619251
2021-09-11,874972945
2021-09-12,875293797
2021-09-13,875684279
2021-09-14,876099112
2021-09-15,876517919
2021-09-16,876945774
2021-09-17,877362788
2021-09-18,877726770
2021-09-19,878052405
2021-09-20,878460936
2021-09-21,878839639
2021-09-22,879254173
2021-09-23,879661013
2021-09-24,880093037
2021-09-25,880435162
2021-09-26,880757003
2021-09-27,881149348
2021-09-28,881554745
2021-09-29,881932171
2021-09-30,882383301
2021-10-01,882822182
2021-10-02,883233310
2021-10-03,883593935
2021-10-04,884011846
2021-10-05,884476523
2021-10-06,884892777
2021-10-07,885396716
2021-10-08,885840460
2021-10-09,886238552
2021-10-10,886585201
2021-10-11,887018722
2021-10-12,887454923
2021-10-13,887895726
2021-10-14,888339269
2021-10-15,888813029
2021-10-16,889251605
2021-10-17,889617300
2021-10-18,890068541
2021-10-19,890556967
2021-10-20,891017464
2021-10-21,891520431
2021-10-22,891969926
2021-10-23,892350675
2021-10-24,892712076
2021-10-25,893167145
2021-10-26,893638532
2021-10-27,894099922
2021-10-28,894588701
2021-10-29,895085392
2021-10-30,895511512
2021-10-31,895879084
2021-11-01,896350268
2021-11-02,896827351
2021-11-03,897291954
2021-11-04,897762124
2021-11-05,898225995
2021-11-06,898626548
2021-11-07,899010806
2021-11-08,899458533
2021-11-09,899975447
2021-11-10,900452624
2021-11-11,900919270
2021-11-12,901371432
2021-11-13,901773340
2021-11-14,902155274
2021-11-15,902613105
2021-11-16,903090061
2021-11-17,903549695
2021-11-18,904017888
2021-11-19,904478360
2021-11-20,904889893
2021-11-21,905267890
2021-11-22,905701634
2021-11-23,906158240
2021-11-24,906636940
2021-11-25,907114489
2021-11-26,907588822
2021-11-27,907985278
2021-11-28,908343797
2021-11-29,908813279
2021-11-30,909285733
2021-12-01,909748458
2021-12-02,910247553
2021-12-03,910714812
2021-12-04,911149755
2021-12-05,911515574
2021-12-06,911962731
2021-12-07,912418548
2021-12-08,912839554
2021-12-09,913289590
2021-12-10,913738795
2021-12-11,914113215
2021-12-12,914473393
2021-12-13,914918148
2021-12-14,915355148
2021-12-15,915806019
2021-12-16,916218515
2021-12-17,916630785
2021-12-18,917011475
2021-12-19,917365114
2021-12-20,917791659
2021-12-21,918264399
2021-12-22,918719622
2021-12-23,919185859
2021-12-24,919605208
2021-12-25,919967755
2021-12-26,920323395
2021-12-27,920742955
2021-12-28,921204650
2021-12-29,921673158
2021-12-30,922094193
2021-12-31,922542028
2022-01-01,922854986
2022-01-02,923195117
2022-01-03,923584954
2022-01-04,924019610
2022-01-05,924460270
2022-01-06,924894698
2022-01-07,925313702
2022-01-08,925685790
2022-01-09,926043045
2022-01-10,926468962
2022-01-11,926912204
2022-01-12,927343620
2022-01-13,927781855
2022-01-14,928213384
2022-01-15,928602757
2022-01-16,928959963
2022-01-17,929356299
2022-01-18,929765677
2022-01-19,930179629
2022-01-20,930609196
2022-01-21,931051365
2022-01-22,931463499
2022-01-23,931805372
2022-01-24,932223583
2022-01-25,932634394
2022-01-26,933049029
2022-01-27,933454271
2022-01-28,933874697
2022-01-29,934247028
2022-01-30,934592625
2022-01-31,935006809
2022-02-01,935429962
2022-02-02,935858013
2022-02-03,936274040
2022-02-04,936672355
2022-02-05,937087893
2022-02-06,937438953
2022-02-07,937849667
2022-02-08,938276747
2022-02-09,938696187
2022-02-10,939111437
2022-02-11,939526813
2022-02-12,939900647
2022-02-13,940280710
2022-02-14,940676464
2022-02-15,941105746
2022-02-16,941541103
2022-02-17,941965469
2022-02-18,942384258
2022-02-19,942742324
2022-02-20,943081496
2022-02-21,943467829
2022-02-22,943879815
2022-02-23,944275881
2022-02-24,944699182
2022-02-25,945131033
2022-02-26,945498198
2022-02-27,945865651
2022-02-28,946300592
2022-03-01,946748800
2022-03-02,947209925
2022-03-03,947653031
2022-03-04,948078681
2022-03-05,948452797
2022-03-06,948798247
2022-03-07,949200950
2022-03-08,949614687
2022-03-09,950058581
2022-03-10,950491413
2022-03-11,950906104
2022-03-12,951273913
2022-03-13,951617874
2022-03-14,952026480
2022-03-15,952459611
2022-03-16,952922018
2022-03-17,953402205
2022-03-18,953843729
2022-03-19,954251718
2022-03-20,954611361
2022-03-21,955029307
2022-03-22,955451869
2022-03-23,955875031
2022-03-24,956300934
2022-03-25,956773209
2022-03-26,957157886
2022-03-27,957522905
2022-03-28,957965464
2022-03-29,958400222
2022-03-30,958812023
2022-03-31,959249561
2022-04-01,959694916
2022-04-02,960102286
2022-04-03,960467129
2022-04-04,960891384
2022-04-05,961323055
2022-04-06,961738301
2022-04-07,962164075
2022-04-08,962584896
2022-04-09,962954555
2022-04-10,963296631
2022-04-11,963719000
2022-04-12,964153591
2022-04-13,964581893
2022-04-14,965001325
2022-04-15,965421271
2022-04-16,965798316
2022-04-17,966139094
2022-04-18,966528357
2022-04-19,966962833
2022-04-20,967398845
2022-04-21,967842526
2022-04-22,968259674
2022-04-23,968633442
2022-04-24,968988991
2022-04-25,969407866
2022-04-26,969830847
2022-04-27,970263797
2022-04-28,970695230
2022-04-29,971141222
2022-04-30,971560239
2022-05-01,971935788
2022-05-02,972354669
2022-05-03,972783699
2022-05-04,973154795
2022-05-05,973644093
2022-05-06,974090024
2022-05-07,974460349
2022-05-08,974821468
2022-05-09,975256825
2022-05-10,975691953
2022-05-11,976112911
2022-05-12,976564304
2022-05-13,976999372
2022-05-14,977445512
2022-05-15,977810019
2022-05-16,978216718
2022-05-17,978638434
2022-05-18,979036950
2022-05-19,979441650
2022-05-20,979851110
2022-05-21,980197996
2022-05-22,980520164
2022-05-23,980912513
2022-05-24,981273853
2022-05-25,981706333
2022-05-26,982114650
2022-05-27,982538518
2022-05-28,982886800
2022-05-29,983209361
2022-05-30,983598121
2022-05-31,984006014
2022-06-01,984416685
2022-06-02,984824555
2022-06-03,985241153
2022-06-04,985583794
2022-06-05,985908971
2022-06-06,986306154
2022-06-07,986704094
2022-06-08,987108756
2022-06-09,987518985
2022-06-10,987929874
2022-06-11,988290337
2022-06-12,988622033
2022-06-13,989059838
2022-06-14,989503598
2022-06-15,989961996
2022-06-16,990372490
2022-06-17,990786506
2022-06-18,991192769
2022-06-19,991528611
2022-06-20,991897860
2022-06-21,992304598
2022-06-22,992707135
2022-06-23,993107088
2022-06-24,993511986
2022-06-25,993856990
2022-06-26,994185321
2022-06-27,994572359
2022-06-28,994958879
2022-06-29,995371420
2022-06-30,995802256
2022-07-01,996239002
2022-07-02,996619128
2022-07-03,996956331
2022-07-04,997327191
2022-07-05,997695795
2022-07-06,998111452
2022-07-07,998543020
2022-07-08,998959117
2022-07-09,999308737
2022-07-10,999623874
2022-07-11,999976660
2022-07-12,1000386453
2022-07-13,1000735033
2022-07-14,1001160962
2022-07-15,1001560770
2022-07-16,1001913020
2022-07-17,1002223803
2022-07-18,1002586530
2022-07-19,1003004304
2022-07-20,1003392170
2022-07-21,1003802407
2022-07-22,1004192402
2022-07-23,1004536757
2022-07-24,1004864886
2022-07-25,1005246205
2022-07-26,1005644462
2022-07-27,1006028803
2022-07-28,1006456377
2022-07-29,1006887819
2022-07-30,1007256009
2022-07-31,1007592117
2022-08-01,1007971410
2022-08-02,1008367539
2022-08-03,1008782376
2022-08-04,1009200340
2022-08-05,1009617121
2022-08-06,1009993004
2022-08-07,1010308004
2022-08-08,1010697167
2022-08-09,1011090753
2022-08-10,1011495924
2022-08-11,1011934922
2022-08-12,1012364763
2022-08-13,1012743577
2022-08-14,1013078204
2022-08-15,1013455719
2022-08-16,1013876311
2022-08-17,1014272947
2022-08-18,1014699224
2022-08-19,1015148080
2022-08-20,1015516598
2022-08-21,1015854647
2022-08-22,1016238434
2022-08-23,1016633163
2022-08-24,1017030845
2022-08-25,1017432982
2022-08-26,1017851988
2022-08-27,1018224209
2022-08-28,1018556949
2022-08-29,1018947621
2022-08-30,1019352910
2022-08-31,1019752293
2022-09-01,1020171588
